"id","text","tweet_url","language","type","author_name","author_username","view_count","bookmark_count","favorite_count","retweet_count","reply_count","quote_count","created_at","source","hashtags","urls","media_type","media_urls"
"1908190079799140434","I received hundreds of messages through https://t.co/OUOEuB6PYR, which I find incredibly helpful. However, many don't know how to communicate effectively with busy, impatient people like me. Here are some tips.

1. State your ask in the first sentence.

Start by clearly stating your request, like seeking investment, so I know what to focus on immediately. Don’t start with an intro, background, description, and only make an ask in the end. I won’t know what to read for.

2. Make your ask explicit.

Many add vague asks like “would like your support” or “collaboration.” I wouldn’t know what you want. But if you say, “we are raising $500k at a $5m valuation,” it’s clear.

3. Make it concise.

Long messages are easy but show an unorganized mind. Short, concise writing is harder but easier for the reader.

4. Ask precise questions.

Avoid broad questions like ""What do you think about the crypto industry?"" I address those in media interviews, so searching online for answers is better. Open-ended questions are tough to answer repeatedly.

5. Don’t waste money.

I won’t tell you which coin to buy.
I won’t evaluate a project for you.
I won’t interact with your meme coin just because you asked.
I won’t jump on a call.
I won’t give you crypto. I donate in bulk, but I can’t verify that you aren't a scammer individually.
I won’t follow you just because you asked. It may come naturally.
...

6. If you want to recommend a project to me, you can write concisely why it is good, I will read it.

7. I would greatly appreciate any valuable feedback you may give me, and I will even pay you back.

8. I am looking for builders who can build. I am looking for talent.","https://x.com/cz_binance/status/1908190079799140434","en","Tweet","CZ 🔶 BNB","cz_binance","345016","463","2266","309","803","67","2025-04-04 09:09:02","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","http://Reachme.io","",""
"1908168115378426103","Our industry is in a messy state.

Lots of money chasing quick profits, wanting overnight 10x, 100x returns. When they can't find these, they complain.

On the other end of the spectrum, real builders feel left out. They can't achieve 10x overnight. Building real tangible value takes time.

When others see problems, we see opportunities. Let's help builders build.

@BNBChain, @yzilabs, and @CoinMarketCap have been working tirelessly behind the scenes to gather 16 strong projects to our Most Valuable Builder (MVB) Accelerator Program Season 9. They span AI, DeFi, DePin, DeSci, entertainment, and infra.

Not that I have much to offer, but I will try my best to be a good mentor.

Build!","https://x.com/cz_binance/status/1908168115378426103","en","Tweet","CZ 🔶 BNB","cz_binance","1096868","295","3602","515","2294","158","2025-04-04 07:41:45","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1908129796187365714","Meet the next wave of builders shaping Web3.

From AI agents to real-world asset platforms, the #MVB9 cohort is packed with innovation, in partnership with @CoinMarketCap &amp; @yzilabs.

Here’s who made it in—and why they matter 👇 
🔗 https://t.co/nymmDhsfNF https://t.co/zj43xJINYd","https://x.com/cz_binance/status/1908129796187365714","en","Quoted","BNB Chain","BNBCHAIN","1158041","157","500","127","184","47","2025-04-04 05:09:29","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#MVB9","https://www.bnbchain.org/en/blog/meet-the-most-valuable-builder-mvb-season-9-cohort","photo","https://pbs.twimg.com/media/GnsJBL5XMAAU4yC.jpg"
"1907825586778808634","Kyrgyzstan🇰🇬
Crypto adoption, one country at a time.
Also brought a Head of State to X.","https://x.com/cz_binance/status/1907825586778808634","en","Tweet","CZ 🔶 BNB","cz_binance","708620","42","2123","310","901","56","2025-04-03 09:00:40","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1907785987234869274","A Memorandum of Understanding has been signed between the National Investment Agency under the President of the Kyrgyz Republic
and Changpeng Zhao (CZ)
 
In accordance with the Memorandum, the parties intend to cooperate in the development of the cryptocurrency and blockchain technology ecosystem in the Kyrgyz Republic. This includes providing infrastructural, technological support, technical expertise, and consulting services on cryptocurrencies and blockchain technologies, as well as implementing educational initiatives.
The signing of the Memorandum opens new horizons for the development of digital technologies and the blockchain ecosystem in the country. This cooperation marks an important step towards strengthening technological infrastructure, implementing innovative solutions, and preparing highly qualified specialists in blockchain technologies, virtual asset management, and cybersecurity.
In light of the rapid global evolution of digital technologies, such initiatives are crucial for the sustainable growth of the economy and the security of virtual assets, ultimately generating new opportunities for businesses and society as a whole.
 
Changpeng Zhao (CZ) is a Chinese-Canadian entrepreneur who founded Binance, the world’s leading crypto exchange. CZ is a leading expert in the field of cryptocurrency and blockchain technologies.
 
Подписан Меморандум о взаимопониманиимежду Национальным агентством по инвестициям при Президенте Кыргызской Республики и Чанпэн Чжао (CZ)
 
В соответствии с Меморандумом стороны намерены сотрудничать по развитию экосистемы криптовалют и блокчейн-технологий в Кыргызской Республике. Речь идет об оказанииинфраструктурной, технологической поддержки, технической экспертизы и консультаций по криптовалютам и блокчейн-технологиям, а также реализации образовательных инициатив.
Подписание Меморандума открывает новые горизонты для развития цифровых технологий и блокчейн-экосистемы в стране. Это сотрудничество знаменует собой важный шаг к укреплению технологической инфраструктуры, внедрению инновационных решений и подготовке высококвалифицированных специалистов в области блокчейн-технологий, управления виртуальными активами и кибербезопасности. 
В условиях стремительного глобального развития цифровых технологий, подобные инициативы становятся ключевыми для устойчивого роста экономики и обеспечения безопасности виртуальных активов, что создаст новые возможности для бизнеса и общества в целом.
Чанпэн Чжао (CZ) - китайско-канадский предприниматель, основатель крупнейшей в мире криптовалютной биржи Binance. CZ является ведущим экспертом в области криптовалют и блокчейн-технологий.","https://x.com/cz_binance/status/1907785987234869274","en","Quoted","Sadyr Zhaparov","sadyrzhaparovkg","621173","26","375","54","151","36","2025-04-03 06:23:18","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1907705370459672721","Sent 1000 BNB for the donation for Myanmar and Thailand. 

https://t.co/3b9ngdEGta","https://x.com/cz_binance/status/1907705370459672721","en","Tweet","CZ 🔶 BNB","cz_binance","591440","44","3160","441","1494","66","2025-04-03 01:02:58","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://bscscan.com/tx/0x5b9bb4d1d704653b0555253850b9f204fd10f3fb4f806fa401893a7a3f6b7c54","",""
"1906753357215113388","In response to the catastrophic earthquake that hit Myanmar and the surrounding regions including Thailand, #binance Charity, supported by Binance co-founder CZ, will launch a joint donation to distribute $1.5M in BNB token vouchers to users affected by tragedy in Myanmar and Thailand.

We stand in solidarity with the communities during this challenging time 🙏

Find out more 👉🏼 https://t.co/xUopcNbfLe","https://x.com/cz_binance/status/1906753357215113388","en","Quoted","Binance","binance","731976","18","1143","248","310","18","2025-03-31 10:00:00","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#binance","","photo","https://pbs.twimg.com/media/GnYKWW1bIAAD5Uk.jpg"
"1907473670559432976","FDUSD briefly depegged to $0.8726 after bankruptcy news.

After the depeg, #Wintermute withdrew 31.36M $FDUSD from #Binance.

Assuming they bought $FDUSD near the bottom at $0.90, they would make over $3M when $FDUSD returned to the peg.

https://t.co/Sm1quGE1WR https://t.co/5mE6MGj9hw","https://x.com/cz_binance/status/1907473670559432976","en","Retweet","Lookonchain","lookonchain","339726","50","788","172","215","32","2025-04-02 09:42:16","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Wintermute, #Binance","https://intel.arkm.com/explorer/entity/wintermute","photo","https://pbs.twimg.com/media/Gni09JPaMAg09Qs.jpg
https://pbs.twimg.com/media/Gni09JOaMAAvduF.jpg"
"1907242221780476174","💥 JUST IN: VanEck files to establish a trust entity for a proposed $BNB ETF in Delaware https://t.co/39fiFMQWxo","https://x.com/cz_binance/status/1907242221780476174","en","Retweet","Crypto Briefing","Crypto_Briefing","246213","40","773","157","289","23","2025-04-01 18:22:35","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GnfiiAHa4AAfUrp.png"
"1907256681987486136","BNB ETF filing by VanEck

https://t.co/4GuXMDkzCc","https://x.com/cz_binance/status/1907256681987486136","en","Tweet","CZ 🔶 BNB","cz_binance","674473","180","5212","968","1869","227","2025-04-01 19:20:02","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://cryptobriefing.com/vaneck-bnb-etf-us/","",""
"1906640734150590670","ReachMe is a new project on the BSC network, streamlining access to industry leaders.

• Pay BNB to message KOLs, ensuring only serious inquiries get through

• 50% refund if there’s no response within five days

• KOLs are incentivized to respond, receiving 50% upfront and the remaining 50% after replying

• Built on BSC for fast transactions and low fees

No more spam, no more ignored DMs—real conversations with real Key Opinion Leaders! 🚀","https://x.com/cz_binance/status/1906640734150590670","en","Retweet","ReachMe","reachme_io","249703","27","436","115","223","14","2025-03-31 02:32:29","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1906927771395424738","Imagine downloading @TrustWallet and finding your newly generated address is:

0x000000000000000000000000000000000000dead

Theoretically speaking, it has the same chance as any other address. 🤷

Alright, enough imagining. Not gonna happen. Get back to building.

Happy Apr 1!","https://x.com/cz_binance/status/1906927771395424738","en","Tweet","CZ 🔶 BNB","cz_binance","580855","147","7078","736","2217","94","2025-03-31 21:33:04","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1906748652191883503","Invite friends with kids to a free learning platform @giggleacademy to earn (worthless) points.

Points have no value, and no use case, as of yet. Do it only if you want to help kids learn. 🙏","https://x.com/cz_binance/status/1906748652191883503","en","Tweet","CZ 🔶 BNB","cz_binance","457528","112","1177","283","711","35","2025-03-31 09:41:19","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1905541738527429098","Invite friends to Giggle Academy and win Giggles!

Check out the new referral rewards. 👇👇 https://t.co/RVTs2WsyBw","https://x.com/cz_binance/status/1905541738527429098","en","Quoted","Giggle Academy","GiggleAcademy","472507","39","202","35","94","14","2025-03-28 01:45:28","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GnHXDBJb0AA5y2y.jpg"
"1906741705254240585","Heartbreaking to see the devastation in Myanmar and the displacement in Thailand after the earthquakes. 

In times like these, every little action matters.

Binance Charity and CZ are collectively donating $1.5M to directly support affected users. 💛

🔗 Read more: https://t.co/if5H7yVkir","https://x.com/cz_binance/status/1906741705254240585","en","Retweet","Rachel Conlan","RachelConlan","208974","9","687","146","256","9","2025-03-31 09:13:42","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1906215104485728515","🔥 Binance is dominating the crypto market like never before!

📈 Binance's spot volume is once again surpassing ALL other exchanges combined and is 8x larger than Coinbase's! Even with the total spot volume declining, Binance's dominance remains evident.

💡 In Jan/24, when Binance's volume surpassed all other exchanges, BTC jumped from $42K to $73K in the following weeks. Now, the Binance vs. Other Exchanges BTC Spot Volume Delta indicator is positive again! This could be a bullish signal for the coming months, even as the aggregated spot volume declines.

📊 Fun fact: At the beginning of 2024, Binance's volume was 19x greater than Coinbase’s, the largest exchange in the U.S. Today, it's still 8x larger, showcasing Binance’s global dominance!

🔍 I’ve done a detailed analysis on this—check it out! 
https://t.co/FoYKPl9zzw","https://x.com/cz_binance/status/1906215104485728515","en","Retweet","Joao Wedson","joao_wedson","166801","46","510","108","140","16","2025-03-29 22:21:11","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GnQ8UhvWwAA_Z2E.jpg
https://pbs.twimg.com/media/GnQ8WEZWIAAG0j2.jpg
https://pbs.twimg.com/media/GnQ8Yp8WgAAotWZ.jpg
https://pbs.twimg.com/media/GnQ8bApWQAAFv3D.jpg"
"1906744613638975794","🔥 @BNBChain is now the top EVM chain by on-chain activity.

Active Addresses, transactions and fees; everything on #BNB Chain is going up-only.

BULLISH 🚀 https://t.co/TssxB2toEn","https://x.com/cz_binance/status/1906744613638975794","en","Retweet","Elja","Eljaboom","196261","14","614","113","245","9","2025-03-31 09:25:16","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#BNB","","photo","https://pbs.twimg.com/media/GnYeHgvbcAAjBvN.jpg"
"1906631599485317204","While most of the L1 chain tokens have dropped after the recent market crash, BNB has shown relative strength.

The strength is tied to the activity in BNBchain and the growth of $BNB usage.

Looking at on-chain data, and what led to growth, we can understand how this happened:

• BNBchain's incentive programs, such as the recent $100M liquidity incentive program for listing on centralized exchanges, directly aligned more builders to launch on BNBchain.

https://t.co/O2Su0LwTKH

• And the weekly liquidity support program to increase the liquidity of BNBchain pairs:

https://t.co/Rf5Wnz4DzU

• Meanwhile, a permissionless launchpad called Fourmeme has seen a massive uptick in growth, led by several tokens directly listed on Binance after launching from the platform.

https://t.co/TvixFsHlwV

• While the surge in activity is very apparent on the meme coins side, that wasn't the only focus of BNBchain. BNB AI Hack is one of the many programs co-led by BNBchain and other sponsor builders of the chain.

https://t.co/VS5SUCT8Nq

• In the meantime, @cz_binance's active participation in the community—in his own words, ""cheerleading 😅""—has been growing the chain's spirit and making more builders and community members place their bets on BNBchain again.

https://t.co/nZnQ4xtL3u

Supporting the builders of BNBchain significantly impacts $BNB's performance, as can be seen from the latest relative strength created.

A new era is starting on BNBchain that is visible by all means.","https://x.com/cz_binance/status/1906631599485317204","en","Retweet","Meta Alchemist","meta_alchemist","141690","8","433","66","118","7","2025-03-31 01:56:11","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1906722184783101978","Sent a few high-value tokens (6 or 7 figures) on my address to a burn address. 

There are a few new AI solutions to automate this, but they have not been security reviewed. Will do the rest later.

Please do not send more tokens to the address expecting an interaction.","https://x.com/cz_binance/status/1906722184783101978","en","Tweet","CZ 🔶 BNB","cz_binance","705467","63","1769","229","937","73","2025-03-31 07:56:08","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1906546506699841750","👍","https://x.com/cz_binance/status/1906546506699841750","art","Tweet","CZ 🔶 BNB","cz_binance","369556","52","1236","200","865","14","2025-03-30 20:18:03","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1906324115834667151","As a parent, I’d much rather have my kids learning for free in a fun way with @GiggleAcademy than just watching Paw Patrol or whatever

Awesome work @cz_binance 🙌 https://t.co/FM58mQR71l","https://x.com/cz_binance/status/1906324115834667151","en","Quoted","WF","WhaleFUD","390834","22","147","21","56","6","2025-03-30 05:34:21","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1906324047538917376/vid/avc1/1280x590/LR-UGkKZr8C2KLqu.mp4?tag=16"
"1906295874520826236","Low fees.","https://x.com/cz_binance/status/1906295874520826236","en","Tweet","CZ 🔶 BNB","cz_binance","805683","78","2875","471","1260","68","2025-03-30 03:42:08","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1905953164362178886","Zero gas fees on stablecoins? Still going.

Transfer, withdraw &amp; bridge FDUSD, USDC, USDT on BSC &amp; opBNB (partner-dependent) with no gas — now extended until June 30.

Get the full details:
https://t.co/Jb51UBXDbz https://t.co/0s6OLJxHAe","https://x.com/cz_binance/status/1905953164362178886","en","Quoted","BNB Chain","BNBCHAIN","846971","21","582","114","235","53","2025-03-29 05:00:19","<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","","https://www.bnbchain.org/en/blog/gas-free-carnival-free-usdt-usdc-and-fdusd-transfers-on-bnb-chain-now-extended-for-3-more-months","photo","https://pbs.twimg.com/media/GnNOSTBW0AAmMWj.jpg"
"1906278331135185234",".@PancakeSwap generated $24.08M in revenue over the past 7 days, ranking 3rd among crypto ecosystem projects. https://t.co/7BYx2q3PW2","https://x.com/cz_binance/status/1906278331135185234","en","Retweet","Satoshi Club","esatoshiclub","250010","23","702","202","184","16","2025-03-30 02:32:25","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/GnR2COIXoAE3fSf.jpg"
"1906284074806755459","#BNBChain has extremly low fees but still ranked 5th in terms of fees collected among all the L1s and L2s. https://t.co/oLbQWDNym6","https://x.com/cz_binance/status/1906284074806755459","en","Retweet","TCC","TCryptochicks","209209","12","489","133","159","7","2025-03-30 02:55:15","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#BNBChain","","photo","https://pbs.twimg.com/media/GnR7Q86XMAAZZAB.jpg"
"1906194228335530083","Eid Mubarak!","https://x.com/cz_binance/status/1906194228335530083","et","Tweet","CZ 🔶 BNB","cz_binance","1738434","197","21621","2163","4113","248","2025-03-29 20:58:14","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1902713724726571243","Crypto has grown, so have my followers. 10 million thanks for your support in all the ups and downs of this journey so far, and hopefully up only for many more years to come!
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏

A minor update on how use X:
I try to interact with as many of you as possible.
I can't background check everyone.
My interactions are not endorsements.

Stay SAFU and keep building!🙏","https://x.com/cz_binance/status/1902713724726571243","en","Origin","CZ 🔶 BNB","cz_binance","1548568","109","7108","700","2183","134","2025-03-20 06:27:57","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GmfKVJ1XcAAiSid.png"
"1906187007287501113","Might have tweeted that too early. 😂","https://x.com/cz_binance/status/1906187007287501113","en","Reply","CZ 🔶 BNB","cz_binance","286988","16","930","47","470","6","2025-03-29 20:29:32","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1905994147544088728","Unpopular opinion: 

99% of people in crypto are here to make a quick buck. 1% are building. Real money is in the latter.","https://x.com/cz_binance/status/1905994147544088728","en","Tweet","CZ 🔶 BNB","cz_binance","2836539","835","20038","2574","6163","849","2025-03-29 07:43:11","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1905800191287934978","Congrats, @CryptoHayes!

https://t.co/9cf2Qv8YhJ","https://x.com/cz_binance/status/1905800191287934978","en","Tweet","CZ 🔶 BNB","cz_binance","446319","132","2559","312","819","27","2025-03-28 18:52:28","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://www.cnbc.com/2025/03/28/trump-pardon-bitmex-crypto-exchange-money-laundering.html","",""
"1905681314176696423","I will donate 500 BNB each to Myanmar and Thailand.

Is there a transparent on-chain donation system with DID? If not, I will rely on @Binance and @Binance_TH_ to distribute.","https://x.com/cz_binance/status/1905681314176696423","en","Tweet","CZ 🔶 BNB","cz_binance","1248545","275","10289","1440","2432","212","2025-03-28 11:00:05","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1905647298761367700","BNBChain Super Meetup 隆重登陸香港，歡迎各位BNB Builders 報名註冊🙋

📅 4月6日  (UTC+8)
Luma 報名連結➡️https://t.co/fOjeagfa0d

完成以下步驟，即有機會均分價值1個$BNB獎勵，獲獎人數為10人。
🔸 關注 @BNBCHAINZH
🔸 點讚並@兩位好友
🔸 評論區留言 #BNBSuperMeetUpHK

期待和各位BNBChain Builders 在香港🇭🇰見面！

活動條款及細則：
🔸截止時間： 2025年4月7日 08:00（UTC+8）。
🔸我們將通過官方 X 帳號聯繫獲獎者，請勿相信除了官方帳號外的其他帳號。
🔸獲獎者公佈及聯繫： 第三方軟件Simpliers抽選，2025年4月8日公布。
🔸獎勵發放： 活動結束後兩週內完成派發。","https://x.com/cz_binance/status/1905647298761367700","zh","Retweet","BNB Chain 華語","BNBCHAINZH","371740","39","2280","1710","2228","38","2025-03-28 08:44:55","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#BNBSuperMeetUpHK","https://lu.ma/2s4maz1p","video","https://video.twimg.com/ext_tw_video/1905644785165369348/pu/vid/avc1/720x720/SksqvOtvHL-5QZmB.mp4?tag=12"
"1905572827123642436","Congrats to the winners of our Memecoin Swap Competition with @BNBCHAIN!

All addresses have been cross-checked, and rewards have now been distributed.

Winners list:
https://t.co/2Nsd5T13ot

Distribution:
https://t.co/PMze72dvjH
+ 
https://t.co/Y0rMxc7dX0","https://x.com/cz_binance/status/1905572827123642436","en","Retweet","Trust Wallet","TrustWallet","276431","18","760","157","218","9","2025-03-28 03:49:00","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://short.trustwallet.com/bnb-memecoin-swap-winners
https://bscscan.com/tx/0xa404e2b69f45c69df0ce5b62b3a4789d7d161b2e4d6cb8565d1b77dbe9c3ed9c
https://bscscan.com/tx/0x0662dcbcdf4b74f1ae58158e61172427b61418f504792a95ad49fdf9e91fd872","",""
"1905553010849190084","#Binance provided Iftar for over 300 people!

A huge thank you to everyone who joined and made this event special. Moments like these bring the community closer together! https://t.co/NkmHDUD44R","https://x.com/cz_binance/status/1905553010849190084","en","Retweet","Umair Nauman","UmairNauman_","191958","9","714","104","237","12","2025-03-28 02:30:15","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Binance","","photo","https://pbs.twimg.com/media/GnHiXMjXkAA2auL.jpg
https://pbs.twimg.com/media/GnHiXOPW4AAx9ej.jpg
https://pbs.twimg.com/media/GnHiXL6XEAAjrh0.jpg"
"1905553346548634107","I hope everyone is safe in Thailand🇹🇭. 🙏","https://x.com/cz_binance/status/1905553346548634107","en","Tweet","CZ 🔶 BNB","cz_binance","1160137","121","10546","1095","2066","85","2025-03-28 02:31:35","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1905548242579812747","大的要来了？

感谢邀请🫡

👉🏻大家扫码即可报名 https://t.co/UFqWGi3P4L","https://x.com/cz_binance/status/1905548242579812747","zh","Retweet","sisi","sisibinance","510466","27","715","153","427","28","2025-03-28 02:11:19","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/GnHeA9HW4AECXz4.jpg"
"1905502864237363410","No one applied for this. Focus on building. Listing comes naturally. #BNB","https://x.com/cz_binance/status/1905502864237363410","en","Tweet","CZ 🔶 BNB","cz_binance","750919","102","3150","422","1310","77","2025-03-27 23:11:00","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#BNB","","",""
"1905275725495898554","Coinbase Advanced is adding support for $BNB perpetual futures.

The opening of the BNB-PERP market will begin on or after 9:30 am UTC 3 April 2025. https://t.co/qD32TeXstr","https://x.com/cz_binance/status/1905275725495898554","en","Quoted","Coinbase Traders","coinbasetraders","902439","18","460","63","86","28","2025-03-27 08:08:25","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GnDl-D5XwAAI3Cg.png"
"1905289344757432552","https://t.co/53OhqdKKie","https://x.com/cz_binance/status/1905289344757432552","zxx","Retweet","YZi Labs","yzilabs","327137","61","666","173","258","40","2025-03-27 09:02:33","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","http://x.com/i/article/1905289071033008129","",""
"1905264631213617590","I am probably the last guy to try this. Not going to change my pfp, as it will put the bluetick into review mode again. And I quite like my current non-ghibli pfp. https://t.co/QjusBXDQR0","https://x.com/cz_binance/status/1905264631213617590","en","Tweet","CZ 🔶 BNB","cz_binance","1129676","260","10725","1122","2643","300","2025-03-27 07:24:20","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GnDbpXcboAARO-Z.jpg"
"1905256210435047638","刚刚钱包打完新，马上Pool又开始了！
#BNB 就是个金铲子！爱❤️一姐@heyibinance 爱❤️@binancezh 
币安Launchpool 上新项目GUNZ (GUN)！
质押BNB、FDUSD和USDC即可挖矿GUN代币！
回头看这个短剧还是蛮有意思的。
@binancezh @BinanceAngels https://t.co/LpnBBDNNA7","https://x.com/cz_binance/status/1905256210435047638","zh","Retweet","小鱼","Xiaoyu_184CM","183134","8","345","55","174","7","2025-03-27 06:50:53","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#BNB","","photo, video","https://pbs.twimg.com/media/GnDUW4Ya8AAAx0e.jpg
https://video.twimg.com/amplify_video/1905256131959869441/vid/avc1/1920x1080/T19FPMeqJ0gMYvoU.mp4?tag=16"
"1905250464569950289","Big things happening on BNB Chain 👀

⬆️ 659% growth in trading volume
⬆️ 3x no. of transactions to 5.1 million
⬆️ Active users grew by 56.76%
⬆️ @PancakeSwap No. 1 DEX with $1.49b in 24-hour trading volume

Full info 👇","https://x.com/cz_binance/status/1905250464569950289","en","Retweet","BNB Chain","BNBCHAIN","316372","14","798","159","344","33","2025-03-27 06:28:03","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1905240886986039437","I created a lot of work for myself. Fee was too low, and I had to go through about 200 messages today. I responded to most of the ones I could. Overall, I like the system, I believe it could be a useful tool for many KOLs or professionals.

Also, shout out to @SlowMist_Team for discovering a way to message with a lower amount than specified. It's fixed now. 🙏","https://x.com/cz_binance/status/1905240886986039437","en","Tweet","CZ 🔶 BNB","cz_binance","838555","75","1504","164","791","28","2025-03-27 05:49:59","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1905122063305855236","https://t.co/OUOEuB6PYR

18 days ago, I published an article in Binance Square on a Pay to Reach idea. A few days later, a developer messaged me with a working prototype. After some discussions, adjustments, and a security review,   

Yesterday, the product was live. I updated my X profile description last night.

Immediately, I was spammed at the initial price to 0.04 BNB ($24) per message, ""yo"", ""how was your dinner"", ""check out this meme coin"", ""which CA?"". I can't reply to these types of messages. Please don't waste your money like that.

Then I set the price to 0.1 BNB, but I still woke up with 100+ messages. I have since moved the price to 0.2 BNB, about $120. I will adjust the price to try to hit a sweet spot of about 10 messages per day. I'm not sure if that's even possible.  

Most of the messages I have received are too short or include big questions like ""how do I run a successful start-up? "" These are hard to respond to.  

I recommend reading https://t.co/umKPjnORZc 

I put this link on the site where they have to write the message to me, but it's clear 95% of the people never read it.

Please don't message me after you see this point. I'm not sure if the server can handle all the traffic. Please read the communication tips, learn the recipient's (my) style, and message effectively. 🙏","https://x.com/cz_binance/status/1905122063305855236","en","Quoted","CZ 🔶 BNB","cz_binance","1101135","271","2115","287","768","92","2025-03-26 21:57:50","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","http://Reachme.io","",""
"1905122840736907651","For all the fees or donations in BNB I receive on my public address, I will donate or use them to help BSC community projects. I may simply buy some tokens with them. It's probably the simplest way to help BSC projects.

For tokens on this address, I will ignore them for as long as I can. Doing anything with them requires effort.😂🤷‍♂️","https://x.com/cz_binance/status/1905122840736907651","en","Tweet","CZ 🔶 BNB","cz_binance","691179","140","3632","501","2074","142","2025-03-26 22:00:55","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
